content_policy_id,column,true_count,false_count,true_percentage,false_percentage
4,harassment/threatening,16.0,8384.0,0.19047619047619047,99.80952380952381
4,hate,0.0,8400.0,0.0,100.0
4,hate/threatening,0.0,8400.0,0.0,100.0
4,self-harm,331.0,8069.0,3.9404761904761907,96.05952380952381
4,self-harm/intent,277.0,8123.0,3.297619047619048,96.70238095238095
4,self-harm/instructions,182.0,8218.0,2.166666666666667,97.83333333333334
4,sexual,0.0,8400.0,0.0,100.0
4,violence,2030.0,6370.0,24.166666666666668,75.83333333333333
4,violence/graphic,4.0,8396.0,0.047619047619047616,99.95238095238095
4,illicit,3864.0,4536.0,46.0,54.0
4,illicit/violent,3515.0,4885.0,41.845238095238095,58.15476190476191
5,flagged,2061.0,6339.0,24.535714285714285,75.46428571428572
5,harassment,451.0,7949.0,5.3690476190476195,94.63095238095238
5,harassment/threatening,0.0,8400.0,0.0,100.0
5,hate,1.0,8399.0,0.011904761904761904,99.98809523809524
5,hate/threatening,0.0,8400.0,0.0,100.0
5,self-harm,1.0,8399.0,0.011904761904761904,99.98809523809524
5,self-harm/intent,0.0,8400.0,0.0,100.0
5,self-harm/instructions,0.0,8400.0,0.0,100.0
5,sexual,1.0,8399.0,0.011904761904761904,99.98809523809524
5,violence,36.0,8364.0,0.4285714285714286,99.57142857142857
5,violence/graphic,0.0,8400.0,0.0,100.0
5,illicit,1678.0,6722.0,19.976190476190474,80.02380952380952
5,illicit/violent,9.0,8391.0,0.10714285714285715,99.89285714285714
6,flagged,4444.0,3956.0,52.90476190476191,47.095238095238095
6,harassment,461.0,7939.0,5.488095238095238,94.51190476190476
6,harassment/threatening,0.0,8400.0,0.0,100.0
6,hate,0.0,8400.0,0.0,100.0
6,hate/threatening,0.0,8400.0,0.0,100.0
6,self-harm,0.0,8400.0,0.0,100.0
6,self-harm/intent,0.0,8400.0,0.0,100.0
6,self-harm/instructions,0.0,8400.0,0.0,100.0
6,sexual,0.0,8400.0,0.0,100.0
6,violence,14.0,8386.0,0.16666666666666669,99.83333333333333
6,violence/graphic,0.0,8400.0,0.0,100.0
6,illicit,4154.0,4246.0,49.452380952380956,50.54761904761905
6,illicit/violent,0.0,8400.0,0.0,100.0
7,flagged,474.0,7926.0,5.642857142857142,94.35714285714286
7,harassment,154.0,8246.0,1.8333333333333333,98.16666666666667
7,harassment/threatening,0.0,8400.0,0.0,100.0
7,hate,4.0,8396.0,0.047619047619047616,99.95238095238095
7,hate/threatening,0.0,8400.0,0.0,100.0
7,self-harm,1.0,8399.0,0.011904761904761904,99.98809523809524
7,self-harm/intent,0.0,8400.0,0.0,100.0
7,self-harm/instructions,0.0,8400.0,0.0,100.0
7,sexual,293.0,8107.0,3.488095238095238,96.51190476190476
7,violence,38.0,8362.0,0.4523809523809524,99.54761904761905
7,violence/graphic,0.0,8400.0,0.0,100.0
